City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
265,Alofi,NU,2022-09-28 20:07:08,-19.0595,-169.9187,78.69,83,40,6.91
266,Tahe,CN,2022-09-28 20:07:08,52.3333,124.7333,32.95,71,100,2.75
267,Hami,CN,2022-09-28 20:07:09,42.8,93.45,65.19,39,100,17.05
268,Komsomolskiy,UZ,2022-09-28 20:07:09,40.4272,71.7189,61.52,44,81,6.91
269,Lusambo,CD,2022-09-28 20:07:10,-4.9667,23.45,69.6,91,91,2.17
270,Neiafu,TO,2022-09-28 20:07:10,-18.65,-173.9833,77.68,83,40,10.36
271,Bari,IT,2022-09-28 20:08:10,41.1177,16.8512,70.88,63,20,9.22
272,Kontagora,NG,2022-09-28 20:08:11,10.3999,5.4695,71.92,94,34,4.16
273,Lithakia,GR,2022-09-28 20:08:11,37.7167,20.8333,69.17,73,0,8.48
274,Balkanabat,TM,2022-09-28 20:08:12,39.5108,54.3671,78.39,21,0,10.33
275,Ramona,US,2022-09-28 20:08:13,33.0417,-116.8681,100.76,33,0,12.66
276,Vila Velha,BR,2022-09-28 20:08:14,-20.3297,-40.2925,75.15,90,75,10.36
277,Caravelas,BR,2022-09-28 20:08:14,-17.7125,-39.2481,76.37,78,0,11.1
278,Kloulklubed,PW,2022-09-28 20:08:15,7.0419,134.2556,75.7,74,100,3.87
279,Abu Kamal,SY,2022-09-28 20:08:15,34.4506,40.9171,78.94,24,0,8.97
280,Taoudenni,ML,2022-09-28 20:08:15,22.6783,-3.9836,100.74,15,4,11.59
281,Nokha,IN,2022-09-28 20:08:16,27.6,73.4167,85.26,42,0,10.29
282,Porto Torres,IT,2022-09-28 20:08:16,40.835,8.3972,68.18,76,100,9.48
283,Zhezkazgan,KZ,2022-09-28 20:08:17,47.8043,67.7144,39.33,53,100,13.38
284,Seoul,KR,2022-09-28 20:07:35,37.5683,126.9778,62.04,74,62,1.19
285,Diapaga,BF,2022-09-28 20:06:24,12.0708,1.7889,76.35,77,46,0.78
286,Saint-Francois,FR,2022-09-28 20:08:17,46.4154,3.9054,53.04,94,100,3.44
287,Atar,MR,2022-09-28 20:08:18,20.5169,-13.0499,94.37,26,24,23.94
288,Nouadhibou,MR,2022-09-28 20:08:18,20.931,-17.0347,77.74,75,77,20.58
289,Bubaque,GW,2022-09-28 20:08:19,11.2833,-15.8333,82.27,79,78,9.22
290,Shingu,JP,2022-09-28 20:08:19,33.7333,135.9833,69.87,88,94,3.69
291,Bathsheba,BB,2022-09-28 20:08:21,13.2167,-59.5167,86.61,91,40,6.91
292,Mackenzie,CA,2022-09-28 20:08:21,55.2999,-123.1698,68.61,42,100,2.86
293,Nawashahr,IN,2022-09-28 20:08:22,31.1167,76.1333,74.46,72,0,2.91
294,Kanakapura,IN,2022-09-28 20:08:22,12.55,77.4167,71.11,91,100,5.59
295,Svobodnyy,RU,2022-09-28 20:08:23,51.4,128.1333,35.02,74,90,4.5
296,Coquimbo,CL,2022-09-28 20:08:23,-29.9533,-71.3436,62.33,67,40,16.11
297,Topalu,RO,2022-09-28 20:08:24,44.55,28.05,61.5,45,32,4.36
298,Puerto Concordia,CO,2022-09-28 20:08:24,2.6221,-72.7572,83.1,72,84,3.11
299,Yudong,CN,2022-09-28 20:08:25,29.385,106.5194,69.49,89,18,1.9
300,Koslan,RU,2022-09-28 20:08:25,63.4564,48.8989,28.9,66,0,6.06
301,Marinette,US,2022-09-28 20:08:25,45.1,-87.6307,53.69,50,20,13.8
302,Hamilton,US,2022-09-28 20:06:48,39.1834,-84.5333,61.95,60,100,11.5
303,Formosa,AR,2022-09-28 20:08:26,-26.1775,-58.1781,62.58,88,100,6.91
304,Prainha,BR,2022-09-28 20:08:26,-1.8,-53.48,92.34,42,97,3.6
305,Khorixas,NA,2022-09-28 20:08:26,-20.3667,14.9667,71.49,20,5,5.32
306,Marawi,PH,2022-09-28 20:08:27,7.9986,124.2928,68.45,93,98,2.48
307,Jaragua Do Sul,BR,2022-09-28 20:08:28,-26.4861,-49.0667,61.88,96,100,2.51
308,Maumere,ID,2022-09-28 20:08:28,-8.6199,122.2111,79.02,83,24,0.94
309,Saint Paul,US,2022-09-28 20:07:13,44.9444,-93.0933,64.29,43,0,6.91
310,Riacho De Santana,BR,2022-09-28 20:08:29,-13.6092,-42.9389,90.79,19,1,8.05
311,Fayaoue,NC,2022-09-28 20:06:19,-20.65,166.5333,77.63,67,100,12.68
312,Sawakin,SD,2022-09-28 20:08:29,19.1059,37.3321,90.18,38,13,6.11
313,The Valley,AI,2022-09-28 20:08:29,18.217,-63.0578,86.83,74,40,13.8
314,Tomatlan,MX,2022-09-28 20:08:30,19.9333,-105.25,89.24,60,38,7.09
315,Paamiut,GL,2022-09-28 20:08:30,61.994,-49.6678,42.71,94,100,9.69
316,Ozernovskiy,RU,2022-09-28 20:08:31,51.5,156.5167,49.73,74,100,14.74
317,Mkushi,ZM,2022-09-28 20:08:31,-13.6202,29.3939,72.03,43,15,14.12
318,Mayo,US,2022-09-28 20:07:15,38.8876,-76.5119,69.94,57,75,9.22
319,Clyde River,CA,2022-09-28 20:09:32,70.4692,-68.5914,25.86,66,1,4.12
320,Mecca,SA,2022-09-28 20:04:47,21.4267,39.8261,86.49,42,51,2.57
321,Asfi,MA,2022-09-28 20:09:32,32.2994,-9.2372,69.15,74,88,16.8
322,Charters Towers,AU,2022-09-28 20:09:33,-20.1,146.2667,62.38,91,100,5.39
323,Grindavik,IS,2022-09-28 20:09:33,63.8424,-22.4338,46.87,93,75,8.05
324,Saint Anthony,US,2022-09-28 20:09:34,45.0205,-93.218,63.66,43,0,8.05
325,Hualmay,PE,2022-09-28 20:09:34,-11.0964,-77.6139,65.39,71,22,10.33
326,Pangnirtung,CA,2022-09-28 20:09:34,66.1451,-65.7125,34.36,65,58,3.31
327,Bongandanga,CD,2022-09-28 20:09:35,1.5,21.05,67.59,99,100,3.4
328,Antalaha,MG,2022-09-28 20:09:35,-14.9003,50.2788,64.87,82,1,7.38
329,Tilichiki,RU,2022-09-28 20:09:36,60.4667,166.1,34.14,98,100,8.84
330,Houma,US,2022-09-28 20:08:31,29.5958,-90.7195,82.4,37,0,23.02
331,Torfyanoy,RU,2022-09-28 20:09:36,58.4916,49.1979,32.29,63,100,16.42
332,Pevek,RU,2022-09-28 20:09:36,69.7008,170.3133,25.83,72,95,3.98
333,Hovd,MN,2022-09-28 20:09:37,48.0056,91.6419,43.7,52,1,8.66
334,Oswego,US,2022-09-28 20:09:37,43.4501,-76.1497,59.14,71,100,8.95
335,Russell,US,2022-09-28 20:09:37,32.3502,-85.1999,78.96,29,0,9.22
336,Nusaybin,TR,2022-09-28 20:09:38,37.0778,41.2178,74.43,21,0,4.7
337,Salacgriva,LV,2022-09-28 20:09:38,57.7536,24.3581,46.09,78,50,9.73
338,Port-De-Bouc,FR,2022-09-28 20:09:39,43.4,4.9833,69.96,75,0,18.41
339,Gao,ML,2022-09-28 20:09:39,16.6362,1.637,96.96,24,68,10.76
340,Leningradskiy,RU,2022-09-28 20:09:39,69.3833,178.4167,19.27,86,68,5.61
341,Ewo,CG,2022-09-28 20:09:40,-0.8725,14.8206,73.89,82,97,2.53
342,Moju,BR,2022-09-28 20:09:40,-1.8839,-48.7689,85.96,61,86,5.75
343,Santa Vitoria Do Palmar,BR,2022-09-28 20:09:34,-33.5189,-53.3681,57.16,58,1,11.59
344,Auki,SB,2022-09-28 20:09:40,-8.7676,160.7034,76.77,82,29,4.74
345,Douglas,US,2022-09-28 20:09:41,41.3,-96.167,70.52,29,0,6.91
346,Rumphi,MW,2022-09-28 20:09:41,-11.0186,33.8575,70.7,52,91,7.2
347,Carutapera,BR,2022-09-28 20:09:42,-1.195,-46.02,82.76,71,43,8.52
348,Eirunepe,BR,2022-09-28 20:09:42,-6.6603,-69.8736,92.26,45,65,3.06
349,Usinsk,RU,2022-09-28 20:09:43,65.9939,57.5281,27.36,79,14,6.93
350,Fortuna,US,2022-09-28 20:09:43,40.5982,-124.1573,63.91,87,95,2.42
351,Hay River,CA,2022-09-28 20:05:45,60.8156,-115.7999,50.29,59,84,10.63
352,Uspenka,UA,2022-09-28 20:09:43,48.3903,39.1619,58.98,97,32,4.81
353,Devonport,AU,2022-09-28 20:09:44,-41.1667,146.35,53.02,90,100,5.53
354,Nantucket,US,2022-09-28 20:09:44,41.2835,-70.0995,69.91,60,0,16.11
355,Douentza,ML,2022-09-28 20:09:45,14.9951,-2.9517,91.98,37,58,10.36
356,Margate,GB,2022-09-28 20:09:45,51.3813,1.3862,52.88,76,100,11.86
357,Cap-Aux-Meules,CA,2022-09-28 20:09:45,47.3821,-61.8597,54.97,98,87,10.4
358,Pisco,PE,2022-09-28 20:09:46,-13.7,-76.2167,64.45,68,0,10.36
359,Bilibino,RU,2022-09-28 20:09:46,68.0546,166.4372,16.93,87,18,2.82
360,Chicama,PE,2022-09-28 20:09:46,-7.8447,-79.1469,61.34,59,33,10.33
361,Santiago,CL,2022-09-28 20:05:24,-33.4569,-70.6483,76.28,47,0,12.66
362,Erenhot,CN,2022-09-28 20:09:47,43.6475,111.9767,62.17,29,1,6.24
363,Porirua,NZ,2022-09-28 20:10:47,-41.1333,174.85,55.85,94,100,18.39
364,Saint-Augustin,CA,2022-09-28 20:10:47,51.226,-58.6502,58.03,81,22,12.33
365,Dukat,RU,2022-09-28 20:10:48,62.55,155.55,27.81,90,100,3.42
366,Charlottetown,CA,2022-09-28 20:10:48,46.2352,-63.1267,66.56,72,8,3.0
367,Sambava,MG,2022-09-28 20:10:48,-14.2667,50.1667,67.17,82,1,12.5
368,Mount Isa,AU,2022-09-28 20:10:49,-20.7333,139.5,55.17,100,0,0.0
369,Petropavlovsk-Kamchatskiy,RU,2022-09-28 20:10:49,53.0452,158.6483,34.39,93,75,6.71
370,Vardadzor,AM,2022-09-28 20:10:49,40.187,45.1921,60.8,27,0,3.83
371,Kenora,CA,2022-09-28 20:10:50,49.8167,-94.4337,57.78,44,7,10.0
372,Crib Point,AU,2022-09-28 20:10:50,-38.35,145.2,53.89,81,8,4.76
373,Elizabeth City,US,2022-09-28 20:10:36,36.2946,-76.2511,74.01,41,0,6.91
374,Talnakh,RU,2022-09-28 20:06:52,69.4865,88.3972,20.48,79,91,2.77
375,Mantua,IT,2022-09-28 20:09:03,45.1667,10.7833,63.64,80,77,3.0
376,Peleduy,RU,2022-09-28 20:10:51,59.6289,112.7406,27.52,82,100,5.97
377,Maniitsoq,GL,2022-09-28 20:10:51,65.4167,-52.9,42.39,86,100,10.96
378,Alto Longa,BR,2022-09-28 20:10:51,-5.2511,-42.2103,99.5,18,84,5.97
379,Aguimes,ES,2022-09-28 20:10:52,27.9054,-15.4461,71.65,73,20,23.02
380,Olafsvik,IS,2022-09-28 20:10:52,64.8945,-23.7142,48.2,91,100,9.86
381,Zunyi,CN,2022-09-28 20:10:52,27.6867,106.9072,59.81,91,0,1.63
382,Gornyak,RU,2022-09-28 20:10:53,50.9942,81.4661,35.38,84,99,10.0
383,Santa Cruz,BO,2022-09-28 20:10:16,-17.8,-63.1667,67.46,94,75,13.8
384,Matagami,CA,2022-09-28 20:10:53,49.7502,-77.6328,44.71,76,100,13.8
385,Aswan,EG,2022-09-28 20:10:54,24.0934,32.907,93.58,15,0,10.96
386,Pandharpur,IN,2022-09-28 20:10:54,17.6667,75.3333,76.39,80,96,10.31
387,Yumen,CN,2022-09-28 20:10:55,40.2833,97.2,64.31,20,0,9.06
388,Jishou,CN,2022-09-28 20:10:55,28.3167,109.7167,67.15,84,0,2.39
389,Xifeng,CN,2022-09-28 20:10:55,42.7372,124.7222,55.15,70,0,5.14
390,Kerman,IR,2022-09-28 20:10:56,30.2832,57.0788,69.37,12,0,3.56
391,Cabedelo,BR,2022-09-28 20:10:56,-6.9811,-34.8339,79.47,72,2,12.17
392,Mitzic,GA,2022-09-28 20:10:56,0.7821,11.549,66.85,97,94,2.84
393,Aketi,CD,2022-09-28 20:10:57,2.7388,23.7833,70.0,99,99,1.7
394,Lakes Entrance,AU,2022-09-28 20:10:57,-37.8811,147.981,51.17,91,100,3.8
395,Saint-Jean-Port-Joli,CA,2022-09-28 20:10:57,47.2171,-70.2658,63.81,71,36,7.72
396,Ocotitlan,MX,2022-09-28 20:10:58,19.2333,-99.6167,65.48,52,75,13.8
397,Koumac,NC,2022-09-28 20:10:58,-20.5667,164.2833,75.42,80,100,4.03
398,Boueni,YT,2022-09-28 20:10:58,-12.9025,45.0761,73.38,67,0,6.55
399,Lata,PT,2022-09-28 20:10:59,40.1629,-8.3327,64.81,95,98,4.54
400,Kaoma,ZM,2022-09-28 20:10:59,-14.7833,24.8,76.3,25,30,10.51
401,Bonavista,CA,2022-09-28 20:10:59,48.6499,-53.1147,60.4,99,100,12.39
402,Kaitangata,NZ,2022-09-28 20:11:00,-46.2817,169.8464,51.75,98,100,5.82
403,La Primavera,CO,2022-09-28 20:11:00,5.4906,-70.4092,89.56,55,78,3.09
404,Kihei,US,2022-09-28 20:11:01,20.785,-156.4656,87.82,64,20,20.71
405,Kieta,PG,2022-09-28 20:11:01,-6.2167,155.6333,78.35,82,30,3.33
406,Dingle,PH,2022-09-28 20:12:01,10.9995,122.6711,74.95,89,90,2.37
407,Potsdam,DE,2022-09-28 20:12:02,52.3989,13.0657,51.49,96,99,5.06
408,Sussex,US,2022-09-28 20:12:02,41.1834,-74.6663,69.58,62,40,8.05
409,Thunder Bay,CA,2022-09-28 20:12:03,48.4001,-89.3168,55.31,35,40,5.75
410,Berdigestyakh,RU,2022-09-28 20:12:03,62.0989,126.6992,23.25,77,11,5.01
411,Salalah,OM,2022-09-28 20:12:03,17.0151,54.0924,82.49,78,75,4.61
412,Kruisfontein,ZA,2022-09-28 20:12:04,-34.0033,24.7314,60.89,91,1,6.38
413,Kangaatsiaq,GL,2022-09-28 20:12:04,68.3065,-53.4641,38.28,89,100,9.89
414,Galveston,US,2022-09-28 20:10:19,29.3669,-94.9669,89.19,34,0,10.36
415,Zasheyek,RU,2022-09-28 20:12:05,67.4066,32.5499,39.94,94,85,5.3
416,Shu,KZ,2022-09-28 20:12:05,43.5983,73.7614,55.33,38,71,4.56
417,Urucui,BR,2022-09-28 20:12:06,-7.2294,-44.5561,97.75,15,37,7.94
418,Calama,CL,2022-09-28 20:12:06,-22.4667,-68.9333,66.69,6,0,27.63
419,Kozhva,RU,2022-09-28 20:12:06,65.1073,57.0459,28.02,75,11,2.46
420,Saskylakh,RU,2022-09-28 20:12:07,71.9167,114.0833,24.39,95,100,11.1
421,Cam Ranh,VN,2022-09-28 20:12:07,11.9214,109.1591,76.96,88,75,6.91
422,Bichura,RU,2022-09-28 20:12:07,50.5881,107.6022,35.28,91,79,2.57
423,Yashkul,RU,2022-09-28 20:12:08,46.1711,45.3435,72.16,59,100,7.4
424,Souillac,MU,2022-09-28 20:12:08,-20.5167,57.5167,68.38,83,75,11.5
425,Meulaboh,ID,2022-09-28 20:07:21,4.1363,96.1285,73.35,94,100,3.71
426,Nome,US,2022-09-28 20:12:09,64.5011,-165.4064,42.87,71,100,12.66
427,Ketchikan,US,2022-09-28 20:12:09,55.3422,-131.6461,57.67,100,100,9.22
428,Laranjeiras Do Sul,BR,2022-09-28 20:12:09,-25.4078,-52.4161,53.89,96,100,8.86
429,Guanica,PR,2022-09-28 20:12:10,17.9716,-66.908,83.93,87,13,8.7
430,Tay Ninh,VN,2022-09-28 20:12:10,11.3,106.1,75.0,95,100,5.59
431,Nhulunbuy,AU,2022-09-28 20:12:12,-12.2333,136.7667,79.41,78,40,14.97
432,Ukiah,US,2022-09-28 20:08:16,39.1502,-123.2078,82.44,42,0,6.91
433,Olden,NO,2022-09-28 20:12:13,61.8364,6.8064,50.74,87,40,6.91
434,Omboue,GA,2022-09-28 20:12:13,-1.5746,9.2618,75.18,86,38,5.82
435,Bridlington,GB,2022-09-28 20:12:13,54.0831,-0.1919,51.89,87,100,17.47
436,Mutoko,ZW,2022-09-28 20:12:14,-17.397,32.2268,63.66,52,5,11.43
437,Mgandu,TZ,2022-09-28 20:12:14,-5.95,34.1333,68.67,40,14,11.61
438,Paracuru,BR,2022-09-28 20:12:14,-3.41,-39.0306,80.11,72,16,15.73
439,Mandalgovi,MN,2022-09-28 20:12:16,45.7625,106.2708,49.05,53,45,4.85
440,Walvis Bay,NA,2022-09-28 20:12:16,-22.9575,14.5053,56.66,85,0,10.27
441,Mujiayingzi,CN,2022-09-28 20:12:17,42.1167,118.7833,58.44,57,13,7.18
442,Rovaniemi,FI,2022-09-28 20:12:17,66.5,25.7167,45.81,87,100,6.91
443,Voi,KE,2022-09-28 20:12:17,-3.3945,38.563,69.19,76,59,11.68
444,Tra Vinh,VN,2022-09-28 20:12:18,9.9347,106.3453,76.86,86,100,11.07
445,Palmer,US,2022-09-28 20:11:26,42.1584,-72.3287,69.62,56,40,6.91
446,Luanda,AO,2022-09-28 20:11:24,-8.8368,13.2343,72.09,81,26,10.94
447,Naruto,JP,2022-09-28 20:12:19,34.1833,134.6167,66.45,78,100,6.91
448,Bud,US,2022-09-28 20:12:19,39.447,-86.1758,64.35,56,21,11.7
449,Nampa,US,2022-09-28 20:12:19,43.5407,-116.5635,89.67,19,89,4.61
450,Comodoro Rivadavia,AR,2022-09-28 20:09:47,-45.8667,-67.5,75.06,15,0,16.11
451,Caceres,ES,2022-09-28 20:13:20,39.522,-6.3748,64.6,56,87,10.94
452,Saint-Honore,CA,2022-09-28 20:13:20,48.5334,-71.0824,60.82,82,75,11.72
453,Flin Flon,CA,2022-09-28 20:13:20,54.7682,-101.865,64.24,48,20,9.22
454,Bafq,IR,2022-09-28 20:13:21,31.6128,55.4107,77.63,12,0,1.74
455,Rudnogorsk,RU,2022-09-28 20:13:21,57.2639,103.7519,30.43,98,100,3.06
456,Salinopolis,BR,2022-09-28 20:13:22,-0.6136,-47.3561,82.11,76,57,15.57
457,Luwuk,ID,2022-09-28 20:13:22,-0.9516,122.7875,77.07,86,97,1.1
458,Los Llanos De Aridane,ES,2022-09-28 20:13:22,28.6585,-17.9182,70.12,95,75,10.36
459,Koulikoro,ML,2022-09-28 20:13:23,14.0,-7.75,84.92,45,32,8.7
460,Krasnoselkup,RU,2022-09-28 20:13:23,65.7,82.4667,24.66,77,7,10.36
461,Nuevo Progreso,MX,2022-09-28 20:13:24,23.1667,-97.95,85.89,48,6,3.0
462,Ambulu,ID,2022-09-28 20:13:24,-8.345,113.6058,75.42,86,87,2.8
463,Moyobamba,PE,2022-09-28 20:13:24,-6.05,-76.9667,83.71,45,84,5.19
464,Katobu,ID,2022-09-28 20:13:25,-4.9408,122.5276,75.2,93,100,3.13
465,Novobureyskiy,RU,2022-09-28 20:13:25,49.798,129.8774,37.0,71,87,3.38
466,Seminole,US,2022-09-28 20:12:27,28.7086,-81.2081,75.22,94,100,27.63
467,Jiaonan,CN,2022-09-28 20:13:26,35.8786,119.9753,66.94,86,0,6.11
468,Kharp,RU,2022-09-28 20:13:26,66.8014,65.8081,26.15,79,25,4.05
469,Valdivia,CL,2022-09-28 20:13:27,-39.8142,-73.2459,68.09,47,0,4.59
470,Dudinka,RU,2022-09-28 20:13:27,69.4058,86.1778,21.04,93,92,6.58
471,Marathon,US,2022-09-28 20:13:27,44.9,-89.7668,56.73,49,0,3.44
472,Novocheboksarsk,RU,2022-09-28 20:13:28,56.111,47.4776,43.36,93,100,15.66
473,Udachnyy,RU,2022-09-28 20:13:28,66.4167,112.4,19.65,96,93,6.44
474,Cap Malheureux,MU,2022-09-28 20:13:29,-19.9842,57.6142,69.48,58,40,3.0
475,Zemio,CF,2022-09-28 20:13:29,5.0314,25.1361,69.46,95,100,0.85
476,Naze,JP,2022-09-28 20:13:29,28.3667,129.4833,74.05,79,0,5.61
477,Abu Dhabi,AE,2022-09-28 20:10:06,24.4667,54.3667,89.62,60,0,8.05
478,Mocuba,MZ,2022-09-28 20:13:30,-16.8392,36.9856,68.95,90,0,3.36
479,Havre De Grace,US,2022-09-28 20:13:30,39.5493,-76.0916,70.18,60,75,4.61
480,Ormara,PK,2022-09-28 20:13:31,25.2088,64.6357,78.49,81,28,9.6
481,Dom Pedrito,BR,2022-09-28 20:13:31,-30.9828,-54.6731,64.4,62,47,13.27
482,Yola,NG,2022-09-28 20:13:32,9.2,12.4833,73.96,89,35,3.49
483,Baker City,US,2022-09-28 20:13:32,44.7749,-117.8344,83.91,14,0,13.8
484,Innisfail,AU,2022-09-28 20:13:32,-17.5333,146.0333,71.35,76,99,8.93
485,Manokwari,ID,2022-09-28 20:13:33,-0.8667,134.0833,78.21,76,100,3.06
486,Atherton,GB,2022-09-28 20:13:33,53.5237,-2.4935,53.69,87,91,7.0
487,Urusha,RU,2022-09-28 20:13:34,54.05,122.9,29.35,69,100,4.43
488,Kargat,RU,2022-09-28 20:13:34,55.1956,80.2811,20.61,94,90,4.54
489,Velikooktyabrskiy,RU,2022-09-28 20:13:34,57.4333,33.8159,42.62,98,100,1.66
490,San Luis,AR,2022-09-28 20:13:35,-33.295,-66.3356,54.01,77,100,12.62
491,Vestmannaeyjar,IS,2022-09-28 20:13:35,63.4427,-20.2734,48.61,86,100,4.79
492,Asau,RO,2022-09-28 20:13:35,46.4333,26.4,54.52,82,31,4.76
493,Kaili,ID,2022-09-28 20:13:36,-3.4626,120.2147,66.09,94,92,3.18
494,Haines Junction,CA,2022-09-28 20:13:36,60.7522,-137.5108,42.75,56,17,1.14
495,Mvuma,ZW,2022-09-28 20:13:36,-19.2792,30.5283,63.27,55,0,10.47
496,Codajas,BR,2022-09-28 20:13:37,-3.8367,-62.0569,103.87,20,80,4.88
497,Nioro,GM,2022-09-28 20:13:37,13.35,-15.75,80.94,80,69,4.76
498,Coos Bay,US,2022-09-28 20:13:37,43.3665,-124.2179,72.32,82,20,16.11
499,Leshukonskoye,RU,2022-09-28 20:13:38,64.8989,45.7622,28.71,75,0,5.17
500,Vostok,RU,2022-09-28 20:13:38,46.4856,135.8833,40.37,90,7,1.05
501,Guerrero Negro,MX,2022-09-28 20:14:39,27.9769,-114.0611,87.26,49,5,5.79
502,Avera,US,2022-09-28 20:14:39,33.194,-82.5271,72.91,23,100,13.94
503,Akureyri,IS,2022-09-28 20:14:39,65.6835,-18.0878,37.33,87,40,0.0
504,Preobrazheniye,RU,2022-09-28 20:14:40,42.9019,133.9064,60.73,80,0,5.44
505,Puntarenas,CR,2022-09-28 20:14:40,9.9763,-84.8384,84.6,74,100,5.28
506,Port-Cartier,CA,2022-09-28 20:14:40,50.0334,-66.8654,55.74,82,100,10.29
507,Mutis,CO,2022-09-28 20:14:41,6.2262,-77.4044,80.58,82,100,7.96
508,Kawalu,ID,2022-09-28 20:14:41,-7.3817,108.2082,70.18,97,82,0.6
509,Dosso,NE,2022-09-28 20:14:42,13.049,3.1937,81.57,61,88,7.09
510,Nouakchott,MR,2022-09-28 20:14:42,18.0858,-15.9785,85.93,79,6,13.96
511,Ocos,GT,2022-09-28 20:14:43,14.5094,-92.1933,87.98,74,8,6.42
512,Krasnyy Yar,RU,2022-09-28 20:14:43,46.5331,48.3456,64.33,58,100,5.55
513,Caconda,AO,2022-09-28 20:14:43,-13.7333,15.0667,72.23,27,65,2.13
514,Talaya,RU,2022-09-28 20:12:20,61.3833,152.75,30.11,97,100,5.06
515,Manta,EC,2022-09-28 20:14:26,-0.95,-80.7333,74.98,78,75,12.66
516,Anton Lizardo,MX,2022-09-28 20:14:44,19.05,-95.9833,84.22,70,10,25.75
517,Kemijarvi,FI,2022-09-28 20:14:44,66.7131,27.4306,40.12,95,90,4.99
518,Tairua,NZ,2022-09-28 20:14:45,-37.0167,175.85,59.22,88,100,8.3
519,Baruun-Urt,MN,2022-09-28 20:14:45,46.6806,113.2792,49.75,58,5,12.84
520,Manoel Urbano,BR,2022-09-28 20:14:45,-8.8389,-69.2597,91.76,44,91,2.95
521,Harwich,GB,2022-09-28 20:14:45,51.9419,1.2844,52.0,83,69,1.01
522,Poum,NC,2022-09-28 20:14:46,-20.2333,164.0167,77.27,81,100,17.78
523,Arlit,NE,2022-09-28 20:14:46,18.7369,7.3853,99.46,10,72,7.05
524,Mbuguni,TZ,2022-09-28 20:14:47,-3.5667,36.95,69.55,62,72,11.99
525,Draguignan,FR,2022-09-28 20:14:47,43.5333,6.4667,66.22,64,6,14.97
526,Storforshei,NO,2022-09-28 20:14:47,66.4043,14.5233,49.66,70,40,2.3
527,Vuktyl,RU,2022-09-28 20:14:48,63.8567,57.3094,29.26,71,13,3.94
528,Coahuayana,MX,2022-09-28 20:14:48,18.7333,-103.6833,89.58,60,58,4.03
529,San Jeronimo,PE,2022-09-28 20:14:48,-11.9472,-75.2829,65.77,39,20,10.18
530,Whitehorse,CA,2022-09-28 20:14:07,60.7161,-135.0538,47.17,61,20,13.8
